berg_id,date,lat,lon,size_1,size_2,gap_days,u_berg,v_berg,u_wind,v_wind,u_curr,v_curr,prev_u,prev_v,prev_speed
c15,2008-01-06,-67.65,146.72,15.0,11.0,7,-0.0062992445097413,0.0036564153439172,-8.98919677734375,12.00177001953125,-0.2056947536766529,0.0,0.0065380955946983,-0.0085316358024735,0.010748744274168075
b15a,2008-01-06,-61.48,160.07,61.0,11.0,7,0.1889478123937404,-0.0036564153439159,10.72857666015625,-7.27557373046875,0.1825006864964962,-0.0354014709591865,0.2188279869955315,0.1183764467592607,0.24879443530727247
b15f,2008-01-06,-66.65,77.28,21.0,8.0,7,0.0051066355399929,-0.0237666997354489,-4.52142333984375,1.39141845703125,0.0238044373691082,-0.0207525864243507,-0.0051004411644773,0.0095980902777781,0.01086912310412726
c19c,2008-01-06,-65.58,83.85,20.0,13.0,7,-0.0357645829200094,0.0018282076719586,-2.75189208984375,-1.52947998046875,-0.032349620014429,-0.0128177739679813,-0.0199057704405745,0.0287942708333344,0.03500499578140614
c14a,2008-01-06,-67.42,146.77,11.0,6.0,7,-0.0070674402448175,0.0036564153439146,-10.18841552734375,12.40802001953125,-0.1336710713803768,0.0018311105668544,0.0082522676154512,-0.0085316358024674,0.011869655861185201
c19a,2008-01-06,-62.65,-166.65,88.0,17.0,7,0.0422810629113276,0.0,7.55670166015625,3.55548095703125,0.1220740377902984,0.1312295906245708,0.0829547609434341,-0.0127974537037041,0.08393608988081794
a43k,2008-01-06,-62.15,-53.72,24.0,8.0,7,0.0851257158202656,0.0420487764550258,10.56939697265625,-4.34393310546875,0.072023682296276,0.0488296151161193,-0.0179196345815017,0.0735853587962975,0.07573584575822989
b15i,2008-01-06,-67.08,150.25,11.0,2.0,7,-0.0071681664884209,0.0,-11.52532958984375,5.55255126953125,-0.0885036773979663,-0.0512710958719253,0.0134081882045296,-0.0213290895061716,0.025193442997938298
b15l,2008-01-06,-74.52,-28.57,16.0,7.0,7,0.0451961096148358,-0.0091410383597878,0.93072509765625,2.98028564453125,-0.032349620014429,-0.0488296151161193,0.0230700046502585,-0.0426581790123432,0.048496859189148186
c18a,2008-01-06,-73.95,-42.0,19.0,4.0,7,-0.0279886347564405,0.0182820767195782,-8.33197021484375,-3.33319091796875,-0.0115970335900783,-0.1306192204356193,-0.082670168419289,0.0095980902777781,0.08322547736993754
b17b,2008-01-06,-66.65,78.07,27.0,11.0,7,-0.0036475968142807,-0.0091410383597878,-4.61126708984375,0.89141845703125,0.0091555528342723,-0.0158696249127388,0.0063755514555975,0.0095980902777781,0.011522629619290462
b27,2008-01-06,-74.92,-101.93,19.0,11.0,7,0.0,0.0,-11.32415771484375,7.66680908203125,-0.1031525619328022,0.0567644275724887,-0.0167820381377897,-0.0085316358024674,0.01882619487639952
b15m,2008-01-06,-65.05,131.83,13.0,2.0,7,-0.0038820935599154,0.0054846230158732,-7.86810302734375,2.00958251953125,0.0048829615116119,0.0445570237934589,0.0040807851314252,-0.0095980902777781,0.010429580253741732
c18b,2008-01-06,-65.47,129.93,20.0,5.0,7,-0.011080388944273,0.0164538690476196,-8.19329833984375,0.49493408203125,0.0140385143458843,0.0500503554940223,0.0013393337611498,-0.0127974537037011,0.012867347676274574
a53a,2008-01-06,-55.9,-41.0,28.0,12.0,7,0.2755218068380669,0.1188334986772484,11.92193603515625,3.28594970703125,-0.1355021819472313,0.3607287816703319,-0.0035321760596161,0.2719458912037041,0.27196882911520026
b15q,2008-01-06,-65.73,132.6,12.0,1.0,7,-0.0060524668182195,-0.0036564153439146,-5.79486083984375,1.81817626953125,0.0262459181249141,0.0573747977614402,-0.1088182117418025,-0.0191961805555562,0.11049840068799764
